cmt_num,cmt_writer,cmt_time,cmt_txt
445036_2,버츠비작성자 본인 여부작성자,23.09.30,헛쿠플픽하는 곳에 앉아계신분은 아나운서분인 것 같아요 ㄷㄷ이름을 모르겠지만 ㅋㅋㅋ
445036_3,이태석이승준,23.09.30,김희주 아나운서요 엠스플 출신
445036_4,버츠비작성자 본인 여부작성자,23.09.30,그렇군요 ㄷㄷㄷ
444987_1,수원삼성조유리,23.09.29,안지현 ㄷㄷㄷㄷㄷㄷㄷㄷㄷ오킹까지 ㅋㅋㅋ
444987_2,헌신적인악마,23.09.29,안지현이 수윕이면  오킹은 서울 인가 ㄷ
444950_1,권순태,23.09.27,항상 감사합니다~!
444950_2,꿈축선장,23.09.28,감사합니다. 즐거운 명절 보내세여
444950_3,Class,23.09.28,항상 잘 보고 있습니다. 행복한 명절 보내세요!
444950_4,앙리와피구,23.09.28,
444950_5,1000억자산가,23.09.28,"잘 보고 있습니다. 명절 잘 보내세요. 그나저나 광주 저 잔다봐라,."
444950_6,전문키커 이세은★,23.09.28,크... 감사합니다... 즐거운 명절 보내세요 !!!!
444950_7,대전황인범,23.09.28,감사합니다
444950_8,테스형아,23.09.28,그저 빛♡
444950_9,골반의 지배자 기성용,23.09.28,좋은 명절 되십쇼!!
444950_10,인천의혼,23.09.28,명절 잘 보내세여
444950_11,흰둥흰둥이,23.09.28,최고에요
444107_1,AHN JUNG HWAN,23.09.24,저도 그랬어요 광주전북
444107_2,봉동사위,23.09.24,저도 재접속
444107_3,랜도리,23.09.24,없었음
444107_4,★인천축구 지대본★,23.09.24,쿠플 계속 그래왔는데 안 바뀜 ㅜㅜ
443787_2,전문키커 이세은★,23.09.23,ㄷㄷㅇㄷㄷ
443787_3,김민주,23.09.23,유빈ㄷㄷ
443787_4,RESPECTS,23.09.23,전북의 자랑 마라황
442819_1,강민경,23.09.20,티빙
442819_2,완델손,23.09.20,티빙에서 해주더라구요 어제
442819_4,폐인모드,23.09.20,아프리카tv도 됩니당
442819_5,Tensegrity Universe and Philosophy,23.09.20,티빙~
442341_1,베토벤,23.09.19,아프리카 ㄱ
442341_2,금새록,23.09.19,네이버
442341_3,즈믄가람,23.09.19,네이버 스포츠에서 해요.
442341_4,다현,23.09.19,네이버나 다음에서 중계해줘영
442341_5,Gunnersaurus작성자 본인 여부작성자,23.09.19,감사합니다
442341_6,나드리,23.09.19,티빙에서도 해줘요
442264_1,쏜님,23.09.19,아프리카랑 티빙이용
442264_2,ㅁ앙팡테리블ㅁ,23.09.19,아프리카tv요
442264_3,Van Der Sar,23.09.19,네이버 하는듯요
442264_4,더범,23.09.19,다음 네이버
442264_5,차범근작성자 본인 여부작성자,23.09.19,감사합니당네이버로 봐야겠네요ㅎ
442264_6,Clarence Seedorf,23.09.19,다음여
442264_7,K리그가 미래다,23.09.19,다음 네이버
442105_1,싸리*재,23.09.17,와 많다 ~~
442105_2,영미리,23.09.17,여름 더위와 우천 경기가 많았음에도 평관이 계속 오르고 있네요파이널가면 중요 경기가 더 많아지니 최종 평관은 11000 가까이 찍을 수도 있겠어요
442105_3,완델손,23.09.17,포항 비만 안왔으면 8000명 넘겼을텐데 아쉽네
442105_4,캐스커,23.09.17,이번주 우천 있어서 만명 어렵겠다 봤는데 ㄷㄷ
442105_5,K리그가 미래다,23.09.18,비가와서 날씨가 애매해서직관 취소한분들 많았을텐데..그래도 관중 많이왔군요 ㄷㄷㄷㄷ확실히 인기가 달라지긴했네
440549_1,Andrew Suarez,23.09.07,추석주간 쿠플픽이 동해안더비가 아니고 수엪 서울경기라니 ㄷㄷㄷ
440549_2,이태석이승준작성자 본인 여부작성자,23.09.07,"저도 의아했어요 ㄷㄷ 제 개인적인 생각으로는 제주, 강원, 수엪은 아직 쿠플픽 중계를 한 적이 없어서(제주는 태풍으로 쿠플픽 취소ㅠㅠ) 형평성을 위한 편성이 아닌가 하는 생각이 드네요🤔"
440549_3,벽민재,23.09.07,오후2시 너무 더울꺼같은데..ㄷㄷ
440549_4,이태석이승준작성자 본인 여부작성자,23.09.07,5년 전 9월 말쯤에 경남원정 직관했었는데 그때 2시 킥오프였는데 그때도 덥더라고요 ㄷㄷㄷ
440549_5,별이삼샵,23.09.07,30일날 포항 홈인디 ㅜㅜ
440549_6,이태석이승준작성자 본인 여부작성자,23.09.07,죄송합니다! 수정했어요~~
440549_7,키나페,23.09.07,제이티비씨만 걸리지마라!!현장음 안살려줘서 안좋아함..
438777_22,어리둥절,23.08.31,
438777_23,이으뜸(광주FC),23.08.31,이남자
438777_24,루드반니스텔루이,23.08.31,ㄷㄷㄷㄷㄷ
438777_1,포 항,23.08.30,잘보고 있습니다 감사합니다~
438777_2,서울은 빅클럽,23.08.30,감사합니다~ 늘 고생이 많으세요 잘 보고 있습니다!!
438777_3,소울레븐,23.08.30,쉽지 않은 남자 정효
438777_4,베로,23.08.30,
438777_5,수리수리남,23.08.30,잘보고있어요
438777_6,독도왕,23.08.30,
438777_7,소년탐정 김전일,23.08.30,와우 !!!!
438777_8,오뚜기,23.08.30,항상 감사합니다
438777_9,정승현15,23.08.30,감사합니다!!
438777_10,Ferran Torres,23.08.30,항상 감사ㅜ
438777_11,든든따리든든따,23.08.30,
438777_13,사피 알 딘,23.08.31,최고최고!
438777_14,히누,23.08.31,스토리텔링 최고네요 영상으로 보고싶어요 ㅎㅎ
438777_15,GCRC,23.08.31,내사랑 케이리그!!!
438777_16,호다다다닥,23.08.31,
438777_17,v.Nistelrooy,23.08.31,잘봤습니다.
438777_18,FC서울_기성용,23.08.31,존잼 ㅋㅋㅋㅋ
438777_19,랴냐빠,23.08.31,펀칭 맞으신 어머님 많이 아프실듯 ㅜㅜ
438777_20,백예린,23.08.31,
438777_21,김첨지,23.08.31,잘봤어요
438713_1,채화,23.08.30,오잉...태풍ㅠㅠ
438713_2,이지금아이유,23.08.30,아앗 ㅜㅜ
438713_3,우주,23.08.30,태풍 진짜 눈치 없네 ㅠㅠ 제주홈 첫 쿠플이었는디
438713_4,JhmArsFcbJuv,23.08.30,태풍이라니..
438713_5,엘링 홀란드,23.08.30,헐
438713_6,다현,23.08.30,아쉽네...
438488_1,오스먼트,23.08.27,와 서울 ㄷㄷㄷ
438488_2,진정해존슨,23.08.27,굿굿 좋네요. 다음 라운드도 기대해봐도 될거 같습니다.
438488_3,奇誠庸,23.08.28,굿굿굿
438488_4,달려라거북이,23.08.28,서울 하드캐리 평관 만명 순항중
438488_5,캐스커,23.08.28,ㄷㄷㄷㄷ
438488_6,K리그가 미래다,23.08.28,K리그 미쳤다
438448_1,하나로마트,23.08.27,ㅋㅋㅋㅋ 티냄 ㅋㅋ
438448_2,신해철,23.08.27,가는길은 ㅋㅋㅋ 중계안함 zz
438448_3,버츠비,23.08.27,저정도 고생에다가 게스트 아직 말 안 한거면 혹시 신예은인가?!
438448_4,육아메시지성박,23.08.27,ㅋㅋㅋㅋㅋㅋㅋㅋ왜 사서 고생을
438448_5,광배근,23.08.27,ㅋㅋㅋ 비행기타라고
438448_6,뭐라고하지,23.08.28,슈퍼매치 아니네요?
438439_1,역전골,23.08.27,오
438439_2,곰슬기,23.08.27,배덕한 조합
438439_3,OPEL,23.08.27,황덕연 진짜 성공했네 위인이랑 중계를 하네
438439_4,시골개,23.08.27,덕연좌 이야
438439_5,다현,23.08.27,이 조합 새롭네ㅋㅋㅋ
438438_1,비오는날,23.08.27,오오
438438_2,쏜델,23.08.27,제주 쿠플픽 처음이죠?
438438_3,이태석이승준작성자 본인 여부작성자,23.08.27,네!
438438_4,다현,23.08.27,엥ㅋㅋㅋㅋ
438046_1,버츠비,23.08.27,오호 재밌겠따
438046_4,이태석이승준,23.08.27,제발 신예은 기원
438046_7,I.B.I LUV,23.08.27,이태석이승준222 신예은 가줘야함
438046_3,라페,23.08.27,울산 아닌게 얼마만인가..
438046_5,이태석이승준,23.08.27,드디어 제주도 쿠플픽을!!!
438046_6,더범,23.08.27,드디어 제주홈 쿠플픽 👏
438045_2,버츠비작성자 본인 여부작성자,23.08.27,ㄷㄷㄷㄷㄷ장동민도 궁금하네요 ㄷㄷㄷㄷ
438040_1,수원삼성조유리,23.08.27,???: 여러분의 등록금이 퍼퍼펑퍼펑
438040_2,포항스틸러스!,23.08.27,그까이꺼 대충
438040_3,케빈대북라이너작성자 본인 여부작성자,23.08.27,대충대충
438040_5,더범,23.08.27,아니! 포커의 신께서?https://youtu.be/6gIF_ZuryLI?si=nqew8WtYH_BeMh1r
438040_6,"2010년 해축,국축입문 계정날라감",23.08.27,축구 그까이꺼 머 그냥 머 대~~~충
438032_1,묘느리미나리,23.08.27,목소리도 못 생겼다 ㅋㅋㅋㅋㅋㅋㅋㅋ
438032_4,채화작성자 본인 여부작성자,23.08.27,ㅠㅠ
438032_5,묘느리미나리,23.08.27,키보드 소리나 오디오 겹치는건 녹음 파일을 트랙별로 받으면 편집 때 조정은 가능하긴해요.
438032_6,채화작성자 본인 여부작성자,23.08.27,묘느리미나리감사합니다
438032_2,Zizou Zidane,23.08.27,목소리만 못생겼을까????
438032_3,채화작성자 본인 여부작성자,23.08.27,앗......
438032_7,별이삼샵,23.08.27,좀 더 못생긴 목소리 부탁드립니다!
438032_8,채화작성자 본인 여부작성자,23.08.27,뿌익
438032_9,역전골,23.08.27,
438032_10,채화작성자 본인 여부작성자,23.08.27,ㅠㅠ
438032_11,에라스네츠,23.08.27,못생긴건 기본 패시브라 어쩔수가 없...
437914_1,경남,23.08.26,저도 그래요ㅜ
437914_2,Madrid작성자 본인 여부작성자,23.08.26,화면도 이상하고 소리도 영..ㅠ
437914_3,다현,23.08.26,화질도 뭔가 이상한거 같은...
436512_1,앙리와피구,23.08.21,와 넘잼
436501_1,David Villa,23.08.20,5분이네
436501_2,3LungPark,23.08.20,4분은 돼야 골장면이라도 다 담을 듯 ㅋㅋㅋㅋ
436501_3,미니언즈,23.08.20,4분이라지만 사실 5분 ㅋㅋㅋ근데 저거도 진짜 꽉꽉 눌러담았네요 ㅋㅋㅋㅋ
436501_4,Leno,23.08.20,??: 아 2분내외로 편집 못 꾸겨넣겠다니까요??
436501_5,이태석이승준,23.08.20,서울 수엪 7:2 경기는 3분 45초였는데여기는 5분 ㄷㄷㄷㄷ
436501_6,1973_FCPS,23.08.20,골만 7골인데 거기다 양팀 놓친 빅찬스들이 어마어마하게 많았음 특히 포항 ㅋㅋㅋ 그거 다 담으려면 2분갖고는 택도 없지 ㅎㅎ
436501_7,최철순,23.08.21,2분이면 빨리감기해야 삽가능 ㅋㅋㅋㅋ
436491_1,블루윙즈지킴이,23.08.20,자료 감사합니다
436491_2,캐스커,23.08.20,이번 라운드 거의 8만 관중 ㄷㄷ
436491_3,달려라거북이,23.08.21,평괸 1만 지켜!!
436491_4,헌신적인악마,23.08.21,역시 경기력이 잘나와야 관중이 오네요
436491_5,K리그가 미래다,23.08.21,캬~~K리그 관중수 진짜 이대로만 계속 가면 좋겠네요~올시즌 역대급이네요~
436491_6,할수있습니다,23.08.21,스플릿전까지 10200명대 유지하면 무조건 넘는다고봅니다 평관 10000명
436224_21,만두쓰작성자 본인 여부작성자,23.08.20,배준호선수는 볼을 정말 잘 다루나봐요
436224_1,no10. Ruud van Nistelrooy,23.08.20,저는 빅리그 까진 모르겠는데 김주찬 선수가 요즘 끌리더라구요
436224_2,no10. Ruud van Nistelrooy,23.08.20,수원삼성 선수 입니다.
436224_3,만두쓰작성자 본인 여부작성자,23.08.20,어디선수 입니까? 그선수 유심히 볼게요
436224_4,만두쓰작성자 본인 여부작성자,23.08.20,no10. Ruud van Nistelrooy포지션은 공격수인가요?
436224_5,no10. Ruud van Nistelrooy,23.08.20,만두쓰윙어 쪽으로 알고 있어요
436224_6,no10. Ruud van Nistelrooy,23.08.20,no10. Ruud van Nistelrooy
436224_7,만두쓰작성자 본인 여부작성자,23.08.20,no10. Ruud van Nistelrooy수원삼성이 순위가 많이 낮던데 그럼에도 캐리하는거면 실력이 뛰어나겠네요
436224_10,no10. Ruud van Nistelrooy,23.08.20,만두쓰저는 저 어린 친구가 공 차는게 너무 이쁘게 차는거 같고 자신감도 있고 선배들에게 깍듯하게 하는 모습이 이쁘더라구요
436224_11,만두쓰작성자 본인 여부작성자,23.08.20,no10. Ruud van Nistelrooy일단 인성면에서도 좋으니 크게 재능만 만개하면 잘 크겠네요
436224_12,만두쓰작성자 본인 여부작성자,23.08.20,"no10. Ruud van Nistelrooy저는 사비알론소, 피를로, 토날리 유형 좋아하는데 이와 비슷한 플레이를 하는 케이리거 있을까요? 일단 저는 올림피아코스 황인범 선수를 좋아하는데 이스타일은 아닌것 같아요"
436224_15,no10. Ruud van Nistelrooy,23.08.20,만두쓰이미 노장이지만 fc서울의 기성용 선수는 어떠신가요
436224_17,no10. Ruud van Nistelrooy,23.08.20,만두쓰대전하나시티즌에 주세종 선수도 있네요
436224_18,만두쓰작성자 본인 여부작성자,23.08.20,no10. Ruud van Nistelrooy기성용 선수는 셀틱시절부터 봐왔어요~  이 기성용 선수역할을 큰 정우영 선수가 대표팀에서 짊어지다가 욕도 많이먹고 하지만 월드컵 본선에선 제몫을 했죠
436224_19,만두쓰작성자 본인 여부작성자,23.08.20,no10. Ruud van Nistelrooy주세종 선수도 주목하겠습니다 중국의 손준호? 전북의 송민규 선수는 다른스타일인가요?
436224_8,no10. Ruud van Nistelrooy,23.08.20,그리고 대전 하나 시티즌에 배준호 선수도요
436224_9,만두쓰작성자 본인 여부작성자,23.08.20,저 지금 포항대 대전보고 있는데 선발 아닌것 같아요
436224_14,no10. Ruud van Nistelrooy,23.08.20,만두쓰60분에 교체 출전했다니 지금 뛰고 있을 겁니다. 등번호 33번 입니다.
436224_13,Class,23.08.20,"주관적으론 FC 서울 이한범(cb), 인천유나이티드 천성훈(st), 대전하나시티즌 배준호(wf), 포항스틸러스 고영준(cam)"
436224_20,만두쓰작성자 본인 여부작성자,23.08.20,모든 댓글에 배준호선수는 포함되어 있네요 나머지 세선수들도 주의깊게 볼게요
436224_16,I’d rather be ashes than dust,23.08.20,대전 배준호는  갈듯
435951_1,마하제로,23.08.19,그거는 좀 늦게 뜨더라구요
435951_2,빗속의 노란물결,23.08.19,12시넘으면 올리지 않을지...
435951_3,22.고종수,23.08.19,시간이 조금 더 지나야 뜰듯합니다
435825_1,몽몽이네,23.08.19,쿠팡픽 울산단골이네 ㄷㄷㄷ
435825_2,빗속의 노란물결,23.08.19,명보형 또 인터뷰하네~ㅋ
435825_3,정휘인,23.08.19,또 울산이네
435825_4,신해철,23.08.19,대전 경기에 불러주지 ㅋㅋㅋㅋㅋㅋ
435825_5,미니언즈,23.08.19,또 울산...뭐가 있나요??
435358_1,Alexander Ian Grant,23.08.19,ㅋㅋㅋㅋㅋ
435358_2,3LungPark,23.08.19,미친 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
435358_3,폐인모드,23.08.19,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 ㅋㅋㅋㅋㅋ
435346_1,육아메시지성박,23.08.19,ㅋㅋㅋㅋㅋㅋ오히려 여유로운 통역사님
435339_1,돌감자빵,23.08.19,용검이형 목소리 들린다 :
435336_2,더범,23.08.19,신도림 조기축구회 회원 뽑나요?
434620_1,통수볼,23.08.13,아직도 평관 10000명 이상이라니 미친시즌이다 ㄷㄷㄷ
434620_2,블루윙즈지킴이,23.08.13,항상잘보고있습니다 감사합니다
434620_3,상상속에산다,23.08.14,우리 부산도 1부 가 보자 ~~
433662_1,NacBang,23.08.09,제주를 가네 ㄷㄷ
433662_4,엑셀시오르,23.08.09,과연 ㄷㄷㄷㄷ
431979_1,김진수,23.08.02,
431979_3,우주,23.08.02,이 글 보고 켰어요 ㅋㅋㅋ중계진 붙으니까 트레이닝 재밌네여전북 오픈트레이닝 유튜브라이브 하는 거 보면 사실 재미는 없었는데
431549_1,지효,23.07.28,ㅇㅈ
431549_2,아사니,23.07.28,주위에서도 많이들 언급
431549_3,외유내강,23.07.28,제 주위는 아직도 개리그 어쩌고 저쩌고 하는 인간들만 수두룩ㅋㅋ월드컵 때 손흥민 있어도 우루과이 절대 못 이긴다. 브라질이 안바줬으면 10대1로 졌다. 이딴 소리나 해제끼네요ㅋㅋㅋㅋㅋ
431517_1,F C서울,23.07.28,올라와있던데요 저방금 보고옴
431517_3,K리그1평화왕작성자 본인 여부작성자,23.07.28,10시에 없었는뎅ㅋㅋ올라왔네요 감사요
431517_2,신사,23.07.28,쿠팡플레이 어플 들어가보세요:)
431517_4,K리그1평화왕작성자 본인 여부작성자,23.07.28,10시에 없었는데 올라왔네요ㅋㅋ감사요
431517_5,차범근,23.07.28,어제 경기 끝나고 바로 떴어요
431497_1,범고래어흥,23.07.27,시즌 전에는 망했다는 반응이 많았는데 대단하네요
431497_2,더범,23.07.28,갓팡
431497_3,weone,23.07.28,스포티비는 평생 야구만해라...양치기들
431492_23,GCRC,23.07.27,쿠팡짱
431492_24,kangws806,23.07.28,혜자네
431492_25,짐느,23.07.28,킹팡
431492_26,라임은나임,23.07.28,짱팡
431492_27,United Trafford,23.07.28,이피엘이랑 챔스도... ㅠㅠㅠㅠㅠ
431492_28,다이나믹피치,23.07.28,K리그의 희망 갓팡 ㅠㅠ
431492_29,좋은데이,23.07.28,사랑해요 갓팡
431492_31,시티즌 유,23.07.28,이 행보 변치말아요 갓팡
431492_32,짤순태,23.07.28,조규성도 중계!
431492_33,지효,23.07.28,킹팡
431492_34,맷 머독,23.07.28,킹팡짱플레이
431492_35,최철순,23.07.28,"스포티비같은경우는 순수하게 스포츠중계만 추가로 볼 수 있었다면쿠팡은 스포츠 중계부터 해서 쿠팡프레쉬,와우등 로켓배송도 가능하고쿠팡플레이 OTT도 이용 할 수 있어서솔직히 만원 넘어도 쓸거같은데......ㅎ엄청 혜자스러운 가격인듯"
431492_36,분노쿨링시스템,23.07.28,갓팡
431492_37,"King-In, Lee",23.07.28,갓팡 일 잘하네
431492_38,검색의생활화,23.07.28,역시 미국기업이라서 그런지 참 잘하네요. 우리나라랑 비교됨요.
431492_1,루카,23.07.27,갓팡
431492_2,흑마,23.07.27,괜히 갓팡이 아니네요
431492_3,만두쓰,23.07.27,진짜 쿠팡 일 잘해요
431492_4,AT마드리드,23.07.27,킹팡
431492_5,채화,23.07.27,갓팡
431492_6,아닌데,23.07.27,조규성때매 덴마크 리그도 중계해주는듯ㅋㅋ
431492_7,Be FEARLESS,23.07.27,오호 중계권 사온건가요.....!!!
431492_9,김지우,23.07.27,갓팡
431492_11,케빈고라니,23.07.27,빛팡
431492_12,더범,23.07.27,갓팡
431492_13,Tsimikas,23.07.27,+ K리그 대통합 ㅋㅋㅋ 카니발 보기좋았음
431492_14,한라산자락,23.07.27,K리그 담당해줘서 고마워요
431492_15,이태석이승준,23.07.27,쿠팡 뽕에 가버렷!!!!!
431492_16,Tensegrity Universe and Philosophy,23.07.27,
431492_17,The theatre of dreams,23.07.27,갓팡
431492_18,Enzo Fernandez,23.07.27,갓팡
431492_19,AAPL,23.07.27,굿
431492_20,육아메시지성박,23.07.27,이대로만 쭈욱 해주십셔!!!
431492_21,Arsenal No.1,23.07.27,킹팡
431492_22,스키히,23.07.27,착한 홍보 인정
431454_1,Febreze,23.07.27,이정도면 솔직히 만원 이상도 쌉가능입니다 ㅎㅎ
431454_3,K리그가 미래다작성자 본인 여부작성자,23.07.27,저도 지금 체감으로는 2만원이하까지는 가능 ㅋㅋ
431454_2,이나마,23.07.27,pl까지 가져오면 만오천원까지 낼수있음
431454_4,외유내강,23.07.27,월드컵 예선도 싹다 가져갔으면 좋겠음
431454_5,우왁굿,23.07.27,그래도 독점은 안했음 해요..스포티비처럼 될까봐 걱정되기도 하고
431454_6,후뉘,23.07.27,진지빨면 경쟁 구도이기 때문에 그 가격에 즐기는거죠. 만약 독점이면ㅎ 독점 상태에서 가격을 싸게 해줄 기업은 지구상 어디에도 없을 거에요.
431454_7,캘빈필립스,23.07.27,스포티비 발전좀 하자 이제
431444_1,마하제로,23.07.27,아마도 7시 이후로 갈듯요
431444_2,레오빠드작성자 본인 여부작성자,23.07.27,다음주부터 더위 시작인데 5시는 그렇죠.변경 기대합니다
431444_3,육아메시지성박,23.07.27,바뀌어야해요. 5시도 더움 ㅠㅠ
431444_4,레오빠드작성자 본인 여부작성자,23.07.27,그렇죠 바뀌어야죠
431444_6,Love Me Like This,23.07.27,저거 그냥 PSG입국 일정이 실시간으로 바뀔 수도 있어서 그런거 아닐까유??
431444_7,레오빠드작성자 본인 여부작성자,23.07.27,어떤 이유든지 아마 바뀌면 이번주중 바뀔꺼 같아요. 다음주면 혼선이 발생할수 있어서 이번주중 결정 날꺼 같아요.
431383_1,치킨에는맥주,23.07.27,갓플 ㄷㄷ
431383_2,울트라셀프,23.07.27,비싼 값을 하는 쿠팡.....
431232_1,임중용,23.07.27,500인데 안끊겨용
431009_1,페퍼민트,23.07.27,쿠팡만세
431009_2,주바페,23.07.27,K리그 개막전부터 구독 중bb
431009_3,하나로마트,23.07.27,만세
430763_1,JhmArsFcbJuv,23.07.27,저는 딱히 이상없네요
430763_2,Son Heung min,23.07.27,님만 그런듯요 전 정상
430763_3,포항스틸러스!,23.07.27,안 끊겨요
430763_4,포항아처,23.07.27,하루이틀 그런 것도 아니라서 ㅋㅋ 전 지금은 괜찮네요
430763_5,주바페,23.07.27,저도 괜춘
430763_6,차태식,23.07.27,티비 어플로 보면 끊기는데 스마트폰이나 태블릿 미러링하면 안끊기네요
430725_1,빈살만,23.07.27,확실히 핫한게 체감되네요
430575_1,Tensegrity Universe and Philosophy,23.07.25,저는 암표상들이 매집한 표들을 일찍 포기하기에 좋은 방법이라 생각했는데 뜻하지 않게 피해를 보는 분들이 계시겠군요.
427801_21,더범,23.07.16,쿠팡도 재미 보고 K리그에 돈 많이 들어왔으면 좋겠습니다.
427801_22,채화,23.07.16,OTT에서 드라마 투자하는건 조금 도박성이 있지만 스포츠는 아니죠 쿠플은 경영적으로 진짜 좋은선택한것 역대급시즌은 +@
427801_25,K리그가 미래다,23.07.16,K리그 쿠팡 서로 윈윈인거 같아요.쿠팡은 K리그 저점일때 저점매수 제대로 했고~~~K리그 경기를 좋은 중계퀄로 상승 시켜서K리그 가치를 더 높여주고쿠팡은 축구판에서 더 좋은 위치를 잡게 되었고~~서로 윈윈~~!!!
427801_1,짐느,23.07.16,쿠팡이 잡아줘서 더 좋은 것도 있는듯합니다 쿠플픽도 좋구요
427801_2,해리슨 델브릿지,23.07.16,쿠팡좋음 해외축구팀 초청할때 계약금 바로꽂아버린다고하고
427801_3,Be FEARLESS,23.07.16,철저히 득실 따져봤겠지만 이런 유무형의 시너지까지 정확하게 예측하긴 어려울꺼에요 임영웅이라는 큰 기폭제도 있었고
427801_4,몽몽이네,23.07.16,중계료 좀 만 더 올려..주...주....주..시...시...ㄹ..수....있....아닙니다..
427801_5,모래반지빵야빵야,23.07.16,쿠팡이 들어와서 더 흥한듯
427801_6,박종윤팬,23.07.16,체감상 2018 독일전 이후 다 상승세 아겜 금메달 2019 u20준우승 2022월드컵 16강 뭐A매치 계속 매진이고
427801_15,케이니,23.07.16,그쵸.일단 한국축구 자체가그전에 기나긴 암흑기였다가 독일전-아겜-손흥민 미친활약 등으로 부흥기 시작되면서축구인기 자체가 높아짐
427801_20,가을날2,23.07.16,국제축구 성적이 좋아서 케이리그를 찾는데 축구 또 재밌게 잘하니 계속 찾는다고 봐야할듯 또 못하고 그랬으면 그냥 이벤트성 방문이 될 수도 있었을텐데..
427801_7,돌고래 조아하는 김채원,23.07.16,"최근에 업계 사람한테 들었는데, 쿠팡 준비 엄청 많이했다고 하더라구요.본격적으로 마음 먹은것은 작년 토트넘 초청때라고 하네요. 많은 분들이 적자본줄 아리는데 30배 흑자 났다네요."
427801_8,이태석이승준,23.07.16,와 30배 흑자 ㄷㄷㄷㄷ 그래서 맨시티랑 꼬마 데려올 수 있었나 보네요. 이번 쿠플 시리즈에서도 흑자내서 꾸준히 한국 축구에 투자해줄 수 있으면 좋겠네요
427801_10,돌고래 조아하는 김채원,23.07.16,이태석이승준그래서 쿠팡에서 그거가지고 본격적으로 스포츠 이곳저곳에 다 투자중인것 같아요. 미식축구랑 F1도 중계권 사서 중계하고
427801_11,이태석이승준,23.07.16,돌고래 조아하는 김채원NFL F1 볼 수 있게 해준 건 진짜 감사하게 생각합니다. 슈퍼볼 하프타임공연도 볼 수 있고 특히 F1은 그동안 어둠의 경로나 jtbc에서 녹화중계로 봐서 감흥이 덜했는데 퀄리파잉이랑 본 레이스 모두 중계해줘서 좋더라고요. 그런데도 한달 구독료가 5천원도 안되니 이만한 가성비갑이 흔치 않죠
427801_12,돌고래 조아하는 김채원,23.07.16,"이태석이승준지금 쿠팡에서 파악하기에 우리나라 사람들 대상으로 시장조사 한 결과 한사람당 많은 OTT를 구독하지 않고 일반적으로 1개 내지 2개만 구독한다는 것을 결과냈다고 하더라구요. 이미 국내 시장은 넷플릭스가 거의 먹었고, 사실상 넷플릭스에서 거의 모든 컨텐츠를 다 시청할 수 있기에 후발주자인 쿠팡은 영화 드라마 컨텐츠보다는 스포츠 컨텐츠로 집중하기로ㅜ했다고 하더라구요. 스포츠는 끊임없이 컨텐츠가 나오기도하고 아직 국내 스포츠 중계는 확실히 잡고 있는 기업이 없다보니까 지금 자본력으로 밀어붙이는 것 같습니다."
427801_14,한라산자락,23.07.16,돌고래 조아하는 김채원와 엄청 분석잘했네요.. 생각해보면 저도 ott 쿠팡빼고 두개했는데.. 쿠팡은 진짜 케이리그보는 용도네요
427801_18,W ROONEY,23.07.16,쿠팡은 k리그에 붙어서 이익을 생각하기보다 k리그를 본인들이.키워.볼 생각이.아닐런지요....
427801_24,돌고래 조아하는 김채원,23.07.16,대대로 고정의근데 본격적으로 투자 결정한 시점이 그때라는 것 같아요
427801_9,케케로,23.07.16,시대가 어느땐데 무료중계만 타령하던 분들은 좀 마인드를 바꿀 필요가 있다고봄 쿠팡은 진짜 저점매수 잘한거임
427801_16,분노쿨링시스템,23.07.16,맞습니다첼지현님도 저점매수 비슷한말했죠작성자분처럼 저도 행복사하기직전절대 오늘 경기 이겼다쿸ㅋ 그러는거 아님 암튼 아님
427801_13,"shunske,boucha,fettouhi",23.07.16,그렇게 돈이 많으면서 미디어플레이어 투자는 좀 하지 그래... 영상옵션 컴플레인 때려도 무시하더라
427801_17,W ROONEY,23.07.16,그것보다. 올시즌 흥행에. 쿠팡이 어느정도 도왔다고 봅니다.
426791_1,우린그지라링컨없어,23.07.13,해축이랑 다른재미가있죠 ㅋㅋ 특히 연고지팀 응원하면 아주그냥…ㅋㅋㅋㅋ
426791_2,RightNow작성자 본인 여부작성자,23.07.13,이사를 많이 다녔어서 그런가 어느 한 팀에 꽂힌 건 아니라 이 팀 저 팀 다 보는데요샌 인천이 눈에 들어오네요..ㅋㅋㅋ확실히 한글로 된 우리 컨텐츠라 편한 것도 너무 좋아요
426791_3,후뉘,23.07.13,저도 특정팀 응원하진 않고 두루두루 다 보는 사람인데. 확실히 관중 늘은거 보면 바람이 불긴 하나봅니다. 요즘은 수원을 유심히 보고 있는데 강등탈출 할런지 과연..
426791_4,AHN JUNG HWAN,23.07.13,캐조온잼
426753_1,폐인모드,23.07.13,존잘남 문선민 ㄷㄷㄷ
426753_2,스마일리,23.07.13,전북의 에이스! 프로 세레모니어! 문선민!!
426753_3,우주,23.07.13,문선민 넣으려면 관제탑 세리머니하는 샷 중에 넣었어야 한다고 봄아 왜 센스 살짝 부족한건데
425932_1,폐인모드,23.07.12,"각 방송사 제작, 쿠플에서 송출 아닌가유"
425932_3,취미요리작성자 본인 여부작성자,23.07.12,아그런거예요??IB 스포츠 너무 잘찍고있어서 ㅎㅎ
